Tempo(s) , T reator , T banho
0	41.51	45.75
1	41.22	45.58
2	41.64	45.54
3	41.42	45.54
4	42.09	45.67
5	41.44	45.49
6	41.35	45.78
7	41.22	45.45
8	41.62	45.7
9	41.36	45.65
10	41.55	45.53
11	41.26	45.67
12	41.51	45.61
13	41.2	45.81
14	41.36	45.62
15	41.29	45.43
16	41.07	45.53
17	41.56	45.59
18	41.17	45.46
19	41.16	45.72
20	41.04	45.59
21	40.53	45.63
22	41.33	45.61
23	41.16	45.63
24	41.3	45.57
25	41.11	45.57
26	40.97	45.71
27	40.95	45.59
28	40.88	45.4
29	41.03	45.52
30	40.63	45.66
31	41.16	45.66
32	41.18	45.55
33	41.09	45.84
34	40.49	45.52
35	40.68	45.59
36	40.45	45.56
37	40.9	45.81
38	41.11	45.49
39	41.19	45.48
40	40.58	45.36
41	41.03	45.52
42	40.77	45.68
43	40.43	45.51
44	41.12	45.53
45	41.11	45.59
46	40.69	45.44
47	40.23	45.63
48	40.27	45.7
49	40.84	45.65
50	40.92	45.85
51	40.31	45.85
52	40.65	45.55
53	40.84	45.64
54	40.53	45.58
55	40.97	45.67
56	40.66	45.42
57	40.56	45.56
58	40.57	45.75
59	40.5	45.91
60	40.09	45.78
61	40.14	45.46
62	40.32	45.68
63	40.64	45.76
64	40.35	45.6
65	39.84	45.69
66	40.01	45.6
67	40.47	45.33
68	40.3	45.82
69	40.36	45.38
70	39.87	45.59
71	40.25	45.79
72	40.32	45.55
73	40.35	45.41
74	40.08	45.38
75	40.32	45.39
76	40.29	45.64
77	40.12	45.89
78	40.63	45.7
79	40.33	45.68
80	40.26	45.63
81	39.69	45.4
82	40.2	45.5
83	40.24	45.61
84	40.11	45.76
85	39.61	45.88
86	40.34	45.77
87	39.79	45.6
88	40.53	45.33
89	39.21	45.52
90	39.95	45.66
91	40.08	45.5
92	40.12	45.63
93	40.18	45.37
94	39.93	45.75
95	39.75	45.48
96	40.25	45.51
97	40.09	45.53
98	40.26	45.56
99	39.84	45.78
100	40.08	45.49
101	39.65	45.45
102	40.1	45.54
103	40.1	45.54
104	39.5	45.27
105	40.51	45.54
106	39.55	45.79
107	39.62	45.49
108	39.73	45.62
109	39.68	45.42
110	39.86	45.59
111	39.29	45.68
112	39.82	45.75
113	40.52	45.57
114	39.52	45.63
115	39.86	45.74
116	39.91	45.6
117	39.4	45.7
118	39.76	45.51
119	40.23	45.61
120	39.64	45.44
121	39.83	45.73
122	40.13	45.69
123	39.45	45.22
124	39.82	45.65
125	39.41	45.84
126	39.85	45.81
127	39.9	45.73
128	39.86	45.83
129	39.86	45.72
130	39.55	45.57
131	39.78	45.56
132	40.06	45.4
133	39.72	45.56
134	40.05	45.53
135	39.71	45.47
136	39.39	45.66
137	39.6	45.76
138	39.51	45.73
139	39.63	45.39
140	39.55	45.62
141	39.49	45.84
142	39.42	45.61
143	39.91	45.41
144	39.7	45.45
145	39.24	45.55
146	39.31	45.34
147	39.52	45.49
148	39.52	45.43
149	39.69	45.46
150	39.61	45.53
151	39.03	45.56
152	39.92	45.45
153	39.22	45.35
154	39.51	45.57
155	39.57	45.93
156	39.51	45.42
157	40.14	45.66
158	39.18	45.57
159	39.84	45.46
160	39.85	45.52
161	39.48	45.8
162	39.21	45.6
163	39.09	45.55
164	39.15	45.5
165	39.45	45.59
166	39.21	45.57
167	39.57	45.52
168	39.4	45.54
169	39.22	45.74
170	39.3	45.86
171	39.27	45.59
172	39.34	45.51
173	39.52	45.61
174	39.5	45.57
175	39.36	45.72
176	38.84	45.52
177	39.27	45.46
178	39.37	45.76
